"","","","","hem"
"1",1,-1.37622697812497,-0.530801304628818,0
"2",1,-1.37622697812497,-0.530801304628818,0
"3",1,-1.37622697812497,-0.530801304628818,0
"4",1,-1.37622697812497,-0.530801304628818,0
"5",1,-1.37622697812497,-0.530801304628818,0
"6",1,-1.37622697812497,-0.530801304628818,0
"7",1,-1.37622697812497,-0.530801304628818,0
"8",1,-1.37622697812497,-0.530801304628818,0
"9",1,-1.37622697812497,-0.530801304628818,0
"10",1,-1.37622697812497,-0.530801304628818,0
"11",1,1.98202862234579,1.20064028818356,1
"12",1,1.98202862234579,1.20064028818356,1
"13",1,1.98202862234579,1.20064028818356,1
"14",1,1.98202862234579,1.20064028818356,1
"15",1,1.98202862234579,1.20064028818356,1
"16",1,1.98202862234579,1.20064028818356,1
"17",1,1.98202862234579,1.20064028818356,1
"18",1,1.98202862234579,1.20064028818356,1
"19",1,1.98202862234579,1.20064028818356,1
"20",1,1.98202862234579,1.20064028818356,1
"21",1,1.39289734799304,1.20064028818356,1
"22",1,1.39289734799304,1.20064028818356,1
"23",1,1.39289734799304,1.20064028818356,1
"24",1,1.39289734799304,1.20064028818356,1
"25",1,1.39289734799304,1.20064028818356,1
"26",1,1.39289734799304,1.20064028818356,1
"27",1,1.39289734799304,1.20064028818356,1
"28",1,1.39289734799304,1.20064028818356,1
"29",1,1.39289734799304,1.20064028818356,1
"30",1,1.39289734799304,1.20064028818356,1
"31",1,0.0132793126409785,1.20064028818356,1
"32",1,0.0132793126409785,1.20064028818356,1
"33",1,0.0132793126409785,1.20064028818356,1
"34",1,0.0132793126409785,1.20064028818356,1
"35",1,0.0132793126409785,1.20064028818356,1
"36",1,0.0132793126409785,1.20064028818356,1
"37",1,0.0132793126409785,1.20064028818356,1
"38",1,0.0132793126409785,1.20064028818356,1
"39",1,1.23509922316971,1.13611451453838,0
"40",1,1.23509922316971,1.13611451453838,0
"41",1,1.23509922316971,1.13611451453838,0
"42",1,1.23509922316971,1.13611451453838,0
"43",1,1.23509922316971,1.13611451453838,0
"44",1,1.23509922316971,1.13611451453838,0
"45",1,1.23509922316971,1.13611451453838,0
"46",1,1.23509922316971,1.13611451453838,0
"47",1,1.23509922316971,1.13611451453838,0
"48",1,1.23509922316971,1.13611451453838,0
"49",1,-1.37622697812497,-0.530801304628818,0
"50",1,-1.37622697812497,-0.530801304628818,0
"51",1,-1.37622697812497,-0.530801304628818,0
"52",1,-1.37622697812497,-0.530801304628818,0
"53",1,-1.37622697812497,-0.530801304628818,0
"54",1,-1.37622697812497,-0.530801304628818,0
"55",1,-1.37622697812497,-0.530801304628818,0
"56",1,-1.37622697812497,-0.530801304628818,0
"57",1,-1.37622697812497,-0.530801304628818,0
"58",1,-1.37622697812497,-0.530801304628818,0
"59",1,-0.50578491102674,-0.530801304628818,0
"60",1,-0.50578491102674,-0.530801304628818,0
"61",1,-0.50578491102674,-0.530801304628818,0
"62",1,-0.50578491102674,-0.530801304628818,0
"63",1,-0.50578491102674,-0.530801304628818,0
"64",1,-0.50578491102674,-0.530801304628818,0
"65",1,-0.50578491102674,-0.530801304628818,0
"66",1,-0.50578491102674,-0.530801304628818,0
"67",1,-0.50578491102674,-0.530801304628818,0
"68",1,-0.50578491102674,-0.530801304628818,0
"69",1,-0.941005944575853,-1.13841900645428,1
"70",1,-0.941005944575853,-1.13841900645428,1
"71",1,-0.941005944575853,-1.13841900645428,1
"72",1,-0.941005944575853,-1.13841900645428,1
"73",1,-0.941005944575853,-1.13841900645428,1
"74",1,-0.941005944575853,-1.13841900645428,1
"75",1,-0.941005944575853,-1.13841900645428,1
"76",1,0.873833124374155,-0.530801304628818,0
"77",1,0.873833124374155,-0.530801304628818,0
"78",1,0.873833124374155,-0.530801304628818,0
"79",1,0.873833124374155,-0.530801304628818,0
"80",1,0.873833124374155,-0.530801304628818,0
"81",1,0.873833124374155,-0.530801304628818,0
"82",1,0.873833124374155,-0.530801304628818,0
"83",1,0.873833124374155,-0.530801304628818,0
"84",1,0.873833124374155,-0.530801304628818,0
"85",1,0.873833124374155,-0.530801304628818,0
"86",1,-0.941005944575853,-0.530801304628818,0
"87",1,-0.941005944575853,-0.530801304628818,0
"88",1,-0.941005944575853,-0.530801304628818,0
"89",1,-0.941005944575853,-0.530801304628818,0
"90",1,-0.941005944575853,-0.530801304628818,0
"91",1,0.069546000707747,-1.13841900645428,1
"92",1,0.069546000707747,-1.13841900645428,1
"93",1,0.069546000707747,-1.13841900645428,1
"94",1,0.069546000707747,-1.13841900645428,1
"95",1,0.069546000707747,-1.13841900645428,1
"96",1,0.069546000707747,-1.13841900645428,1
"97",1,0.069546000707747,-1.13841900645428,1
"98",1,0.069546000707747,-1.13841900645428,1
"99",1,0.069546000707747,-1.13841900645428,1
"100",1,0.069546000707747,-1.13841900645428,1
"101",1,-0.941005944575853,-1.13841900645428,1
"102",1,-0.941005944575853,-1.13841900645428,1
"103",1,-0.941005944575853,-1.13841900645428,1
"104",1,-0.941005944575853,-1.13841900645428,1
"105",1,-0.941005944575853,-1.13841900645428,1
"106",1,0.759355018408195,1.13611451453838,0
"107",1,0.759355018408195,1.13611451453838,0
"108",1,0.759355018408195,1.13611451453838,0
"109",1,0.759355018408195,1.13611451453838,0
"110",1,0.759355018408195,1.13611451453838,0
"111",1,0.759355018408195,1.13611451453838,0
"112",1,0.759355018408195,1.13611451453838,0
"113",1,0.759355018408195,1.13611451453838,0
"114",1,0.759355018408195,1.13611451453838,0
"115",1,0.759355018408195,1.13611451453838,0
"116",1,0.069546000707747,1.13611451453838,0
"117",1,0.069546000707747,1.13611451453838,0
"118",1,0.069546000707747,1.13611451453838,0
"119",1,0.069546000707747,1.13611451453838,0
"120",1,-0.251196926875405,-1.13841900645428,1
"121",1,-0.251196926875405,-1.13841900645428,1
"122",1,-0.251196926875405,-1.13841900645428,1
"123",1,-0.251196926875405,-1.13841900645428,1
"124",1,-0.251196926875405,-1.13841900645428,1
"125",1,-0.251196926875405,-1.13841900645428,1
"126",1,-0.251196926875405,-1.13841900645428,1
"127",1,-0.251196926875405,-1.13841900645428,1
"128",1,-0.251196926875405,-1.13841900645428,1
"129",1,-0.251196926875405,-1.13841900645428,1
"130",1,-0.251196926875405,-1.13841900645428,1
"131",1,0.069546000707747,-0.530801304628818,0
"132",1,0.069546000707747,-0.530801304628818,0
"133",1,0.069546000707747,-0.530801304628818,0
"134",1,0.069546000707747,-0.530801304628818,0
"135",1,0.069546000707747,-0.530801304628818,0
"136",1,0.069546000707747,-0.530801304628818,0
"137",1,0.069546000707747,-0.530801304628818,0
"138",1,-0.0705638774776276,1.13611451453838,0
"139",1,-0.0705638774776276,1.13611451453838,0
"140",1,-0.0705638774776276,1.13611451453838,0
"141",1,-0.0705638774776276,1.13611451453838,0
"142",1,-0.0705638774776276,1.13611451453838,0
"143",1,-0.0705638774776276,1.13611451453838,0
"144",1,-0.0705638774776276,1.13611451453838,0
"145",1,-0.0705638774776276,1.13611451453838,0
"146",1,1.23509922316971,1.13611451453838,0
"147",1,1.23509922316971,1.13611451453838,0
"148",1,1.23509922316971,1.13611451453838,0
"149",1,1.23509922316971,1.13611451453838,0
"150",1,1.23509922316971,1.13611451453838,0
"151",1,-0.251196926875405,-0.530801304628818,0
"152",1,-0.251196926875405,-0.530801304628818,0
"153",1,-0.251196926875405,-0.530801304628818,0
"154",1,-0.251196926875405,-0.530801304628818,0
"155",1,-0.251196926875405,-0.530801304628818,0
"156",1,-0.251196926875405,-0.530801304628818,0
"157",1,-0.251196926875405,-0.530801304628818,0
"158",1,-0.251196926875405,-0.530801304628818,0
"159",1,-0.251196926875405,-0.530801304628818,0
"160",1,-0.251196926875405,-0.530801304628818,0
"161",1,-0.0705638774776276,1.13611451453838,0
"162",1,-0.0705638774776276,1.13611451453838,0
"163",1,-0.0705638774776276,1.13611451453838,0
"164",1,-0.0705638774776276,1.13611451453838,0
"165",1,-0.0705638774776276,1.13611451453838,0
"166",1,-0.0705638774776276,1.13611451453838,0
"167",1,-0.0705638774776276,1.13611451453838,0
"168",1,-0.0705638774776276,1.13611451453838,0
"169",1,-0.0705638774776276,1.13611451453838,0
"170",1,-0.0705638774776276,1.13611451453838,0
"171",1,1.48968720732104,1.20064028818356,1
"172",1,1.48968720732104,1.20064028818356,1
"173",1,1.48968720732104,1.20064028818356,1
"174",1,1.48968720732104,1.20064028818356,1
"175",1,1.48968720732104,1.20064028818356,1
"176",1,-1.37622697812497,-0.530801304628818,0
"177",1,-1.37622697812497,-0.530801304628818,0
"178",1,-1.37622697812497,-0.530801304628818,0
"179",1,-1.37622697812497,-0.530801304628818,0
"180",1,-1.37622697812497,-0.530801304628818,0
"181",1,-1.37622697812497,-0.530801304628818,0
"182",1,-1.37622697812497,-0.530801304628818,0
"183",1,-0.251196926875405,-1.13841900645428,1
"184",1,-0.251196926875405,-1.13841900645428,1
"185",1,-0.251196926875405,-1.13841900645428,1
"186",1,-0.251196926875405,-1.13841900645428,1
"187",1,-0.251196926875405,-1.13841900645428,1
"188",1,-0.251196926875405,-1.13841900645428,1
"189",1,-0.251196926875405,-1.13841900645428,1
"190",1,-0.251196926875405,-1.13841900645428,1
"191",1,-0.251196926875405,-1.13841900645428,1
"192",1,-0.251196926875405,-1.13841900645428,1
"193",1,-0.251196926875405,-1.13841900645428,1
"194",1,2.00465023250446,1.13611451453838,0
"195",1,2.00465023250446,1.13611451453838,0
"196",1,2.00465023250446,1.13611451453838,0
"197",1,2.00465023250446,1.13611451453838,0
"198",1,2.00465023250446,1.13611451453838,0
"199",1,-0.966637716795267,1.20064028818356,1
"200",1,-0.966637716795267,1.20064028818356,1
"201",1,-0.966637716795267,1.20064028818356,1
"202",1,-0.966637716795267,1.20064028818356,1
"203",1,-0.966637716795267,1.20064028818356,1
"204",1,-0.966637716795267,1.20064028818356,1
"205",1,-0.966637716795267,1.20064028818356,1
"206",1,-0.966637716795267,1.20064028818356,1
"207",1,-1.37622697812497,-0.530801304628818,0
"208",1,-1.37622697812497,-0.530801304628818,0
"209",1,-1.37622697812497,-0.530801304628818,0
"210",1,-1.37622697812497,-0.530801304628818,0
"211",1,-1.37622697812497,-0.530801304628818,0
"212",1,-1.37622697812497,-0.530801304628818,0
"213",1,-1.37622697812497,-0.530801304628818,0
"214",1,-1.37622697812497,-0.530801304628818,0
"215",1,-1.37622697812497,-0.530801304628818,0
"216",1,-1.37622697812497,-0.530801304628818,0
"217",1,-1.37622697812497,-0.530801304628818,0
"218",1,-1.37622697812497,-0.530801304628818,0
"219",1,-1.37622697812497,-0.530801304628818,0
"220",1,-1.37622697812497,-0.530801304628818,0
"221",1,0.970622983841693,-1.13841900645428,1
"222",1,0.970622983841693,-1.13841900645428,1
"223",1,0.970622983841693,-1.13841900645428,1
"224",1,0.970622983841693,-1.13841900645428,1
"225",1,0.970622983841693,-1.13841900645428,1
"226",1,0.970622983841693,-1.13841900645428,1
"227",1,0.970622983841693,-1.13841900645428,1
"228",1,0.970622983841693,-1.13841900645428,1
"229",1,0.970622983841693,-1.13841900645428,1
"230",1,0.364657156071485,-1.13841900645428,1
"231",1,0.364657156071485,-1.13841900645428,1
"232",1,0.364657156071485,-1.13841900645428,1
"233",1,0.364657156071485,-1.13841900645428,1
"234",1,0.364657156071485,-1.13841900645428,1
"235",1,0.364657156071485,-1.13841900645428,1
"236",1,0.364657156071485,-1.13841900645428,1
"237",1,0.364657156071485,-1.13841900645428,1
"238",1,-1.37622697812497,-1.13841900645428,1
"239",1,-1.37622697812497,-1.13841900645428,1
"240",1,-1.37622697812497,-1.13841900645428,1
"241",1,1.66043200154214,1.13611451453838,0
"242",1,1.66043200154214,1.13611451453838,0
"243",1,1.66043200154214,1.13611451453838,0
"244",1,1.66043200154214,1.13611451453838,0
"245",1,1.66043200154214,1.13611451453838,0
"246",1,1.66043200154214,1.13611451453838,0
"247",1,1.66043200154214,1.13611451453838,0
"248",1,1.66043200154214,1.13611451453838,0
"249",1,0.50476703425686,-1.13841900645428,1
"250",1,0.50476703425686,-1.13841900645428,1
"251",1,0.50476703425686,-1.13841900645428,1
"252",1,0.50476703425686,-1.13841900645428,1
"253",1,0.50476703425686,-1.13841900645428,1
"254",1,0.50476703425686,-1.13841900645428,1
"255",1,0.50476703425686,-1.13841900645428,1
"256",1,0.50476703425686,-1.13841900645428,1
"257",1,0.50476703425686,-1.13841900645428,1
"258",1,0.50476703425686,-1.13841900645428,1
"259",1,-0.941005944575853,-0.530801304628818,0
"260",1,-0.941005944575853,-0.530801304628818,0
"261",1,-0.941005944575853,-0.530801304628818,0
"262",1,-0.941005944575853,-0.530801304628818,0
"263",1,-0.941005944575853,-0.530801304628818,0
"264",1,-0.941005944575853,-0.530801304628818,0
"265",1,-0.941005944575853,-0.530801304628818,0
"266",1,-0.941005944575853,-0.530801304628818,0
"267",1,-0.941005944575853,-0.530801304628818,0
"268",1,-0.941005944575853,-0.530801304628818,0
"269",1,-0.50578491102674,1.13611451453838,0
"270",1,-0.50578491102674,1.13611451453838,0
"271",1,-0.50578491102674,1.13611451453838,0
"272",1,-0.50578491102674,1.13611451453838,0
"273",1,-0.50578491102674,1.13611451453838,0
"274",1,-0.50578491102674,1.13611451453838,0
"275",1,0.0132793126409785,1.20064028818356,1
"276",1,0.0132793126409785,1.20064028818356,1
"277",1,0.0132793126409785,1.20064028818356,1
"278",1,0.0132793126409785,1.20064028818356,1
"279",1,0.0132793126409785,1.20064028818356,1
"280",1,-1.37622697812497,-1.13841900645428,1
"281",1,-1.37622697812497,-1.13841900645428,1
"282",1,-1.37622697812497,-1.13841900645428,1
"283",1,-1.37622697812497,-1.13841900645428,1
"284",1,-1.37622697812497,-1.13841900645428,1
"285",1,-1.37622697812497,-1.13841900645428,1
"286",1,0.184024106673707,1.13611451453838,0
"287",1,0.184024106673707,1.13611451453838,0
"288",1,0.184024106673707,1.13611451453838,0
"289",1,0.184024106673707,1.13611451453838,0
"290",1,0.184024106673707,1.13611451453838,0
"291",1,0.184024106673707,1.13611451453838,0
"292",1,0.184024106673707,1.13611451453838,0
"293",1,0.184024106673707,1.13611451453838,0
"294",1,0.184024106673707,1.13611451453838,0
